"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Australia","AUS","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2","13","12.6","12.6","12","15.2","14.5","14.7","14.5","14.4","14.4","14.1","13.9","14.1","14.4","14.3","13.3","13.9","14.7","","",
"Azerbaiyán","AZE","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.6","","","","","","15.8","13.2","10.9","9.1","7.6","6","","","","","","","","","","",
"Burundi","BDI","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","","","","","","","","67.1","","","","","","","64.9","","","","","","","","","",
"Bélgica","BEL","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8","14.1","12.7","","",
"Benin","BEN","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","39","","","37.5","33","","","35.2","36.2","","","","40.1","","","38.5","38.5","","","",
"Burkina Faso","BFA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4","","","","",
"Bangladesh","BGD","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6","","","","50.1","","","","","48.9","","","","","40","","","","","31.5","","","","","","24.3","","","","","","",
"Bulgaria","BGR","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9","23.4","22","22.6","23.8","22.1","","",
"Bahrein","BHR","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas","BHS","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia y Herzegovina","BIH","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7","","","18.2","","","","17.9","","","","16.9","","","","","","","",
"Belarús","BLR","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6","32.1","33","46.7","41.9","28.9","30.5","27.1","17.8","12.7","11.1","7.7","6.1","5.4","5.2","7.3","6.3","5.5","4.8","5.1","5.7","5.9","5.6","5","4.8","","",
"Belice","BLZ","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermudas","BMU","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.2","39","36.4","",
"Brasil","BRA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhután","BTN","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.7","","","","23.2","","","","","12","","","","","8.2","","","","","",
"Botswana","BWA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","59","","","","","","","","32.9","","","","","","","","","30.6","","","","","","","19.3","","","","","","","","","","","","","",
"República Centroafricana","CAF","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.4","","","","","","","","","","","","","","","","62","","","","","","","","","","","","","","",
"Canadá","CAN","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa Central y del Báltico","CEB","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suiza","CHE","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15.7","15.6","15","15","15.9","14.5","13.8","15.6","14.7","15.5","14.6","16","15.5","14.7","","",
"Islas del Canal","CHI","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1","","","38.6","","32.8","","27.7","","23.2","","21.6","","36","","","35.4","","","29.1","","","25.3","","22.2","","14.4","","11.7","","8.6","","","10.8","","",
"China","CHN","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.8","","","","","30.2","","","","","17.2","12.7","10.2","8.5","7.2","5.7","4.5","3.1","1.7","0.6","0","","",
"Côte d'Ivoire","CIV","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4","","","39.5","","","","",
"Camerún","CMR","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3","","","","","40.2","","","","","","39.9","","","","","","","37.5","","","","","","","","",
"Congo, República Democrática del","COD","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.3","","","","","","","","63.9","","","","","","","","","","",
"Congo, República del","COG","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7","","","","","","40.9","","","","","","","","","","","",
"Colombia","COL","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7","42.5","39.3","",
"Comoras","COM","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.4","","","","","","","","","",
"Cabo Verde","CPV","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","","","","","","46","","","","","","","","35","","","","","","","",
"Costa Rica","CRI","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3","27.1","31.9","29.4","23.2","20","20.4","21.5","20.7","19.7","20.6","20.6","20.3","20.6","18.5","21.7","21.2","20.2","16.7","17.7","18.5","","24.8","23.5","23.3","24.6","23.6","22.9","22.1","22.9","23.9","30","","",
"Estados pequeos del Caribe","CSS","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chipre","CYP","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","15.6","15.5","15.9","15.8","15.6","14.8","14.7","15.3","14.4","16.2","16.1","15.7","15.4","14.7","14.3","13.8","","",
"República Checa","CZE","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","9.9","9.6","9","8.6","9","9.8","9.6","8.6","9.7","9.7","9.7","9.1","9.6","10.1","9.5","8.6","","",
"Alemania","DEU","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","16","","",
"Djibouti","DJI","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","","","","","",
"Dominica","DMA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dinamarca","DNK","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","12.3","","",
"República Dominicana","DOM","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6","22.8","21","","","",
"Argelia","DZA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","","","","","","","22.6","","","","","","","","","","","","","","","","5.5","","","","","","","","","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"inicial del dividendo demográfico","EAR","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico","EAS","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central","ECS","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4","54.9","","49.9","44.6","42.2","37.6","36.7","35.1","36","32.8","28.6","27.3","25.6","22.5","23.3","22.9","21.5","23.2","25","33","","",
"Egipto, República Árabe de","EGY","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8","","32.5","","","","","",
"Zona del Euro","EMU","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"España","ESP","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1","20.1","20.3","19.7","19.8","20.4","20.7","20.6","20.8","20.4","22.2","22.1","22.3","21.6","21.5","20.7","21","21.7","","",
"Estonia","EST","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2","18.3","18.3","19.4","19.5","19.7","15.8","17.5","17.5","18.6","21.8","21.6","21.7","21","21.9","21.7","20.7","20.6","","",
"Etiopía","ETH","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5","","","","44.2","","","","","38.7","","","","","","29.6","","","","","23.5","","","","","","","",
"Unión Europea","EUU","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finlandia","FIN","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11.7","12.6","13","13.6","13.8","13.1","13.7","13.2","11.8","12.8","12.4","11.6","11.5","12","11.6","12.2","10.8","","",
"Fiji","FJI","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1","","","",
"Francia","FRA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2","14.4","","",
"Islas Feroe","FRO","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2","","","","","","","","","",
"Gabón","GAB","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7","","","","","","","","","","","","33.4","","","","","",
"Reino Unido","GBR","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","18.6","","","","","",
"Georgia","GEO","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3","35.4","36.9","38.8","34.9","34.9","37.3","34.1","30","26.2","23.5","21.6","22","21.9","20.1","19.5","21.3","17.5","",
"Ghana","GHA","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.7","","","","","","","39.5","","","","","","","31.9","","","","","","","24.2","","","","23.4","","","","","","",
"Gibraltar","GIB","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7","","","","",
"Gambia","GMB","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.1","","","","","48.6","","","","","","","",
"Guinea-Bissau","GNB","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","","58.5","","","","","","","","","64.7","","","","","","","","48.7","","","","","","","","47.7","","","","",
"Guinea Ecuatorial","GNQ","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.8","","","","","","","","","","","","","","","","",
"Grecia","GRC","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","19.9","19.6","20.5","20.3","20.1","19.7","20.1","21.4","23.1","23.1","22.1","21.4","21.2","20.2","18.5","17.9","17.7","19.6","","",
"Granada","GRD","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Groenlandia","GRL","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","","","","","","51","","","","","","","","59.3","","","","","","","","",
"Guam","GUM","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ingreso alto","HIC","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong, Región Administrativa Especial","HKG","Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
