Year,Country Code,Country Name,life_expatancy,life_expatancy_male,life_expatancy_female,ratio_mort_neonatal,ratio_mort_one_year,ratio_mort_five_year,ratio_maternal_mort,ratio_mort_in_year,ratio_poblation_0_14_year,ratio_poblation_15_64_year,ratio_poblation_more_64_year,ratio_population_growth,ratio_mortality_CVD_cancer_diabetes_CRD,ratio_infectious_diseases,porc_prev_malnutrition,doctor_1000_people,bed_1000_people,porc_water_service,porc_sanitation_services,porc_electricity,porc_internet,porc_secundary_school_compl,porc_literacy,porc_unemployment,porc_below_poverty_line,PIB_growth_per_capita
2013,BHS,Bahamas,73.024,69.684,76.295,7.5,7.5,14.4,82,6.49,24.5123816932452,68.8413068844807,6.64631142227408,0.934994065798907,19.1,,,,,,94.24503789,100,72,,,16.18,,-3.76728367121683
1990,JAM,Jamaica,72.304,71.19,73.359,18,18,28,,6.861,36.2830182487298,56.6755761164317,7.04140563483853,0.78335984523667,,,,0.57,0.57,0.57,,70.334586,0,95.9215927124023,,,28.4,3.38745877873892
2010,TON,Tonga,70.323,67.567,73.381,5.5,5.5,13.2,93,6.605,37.5751395698594,56.6837549530421,5.74110547709844,0.222815868287058,26.3,13.3251976424644,,0.5577,0.5577,0.5577,92.74908678,92.6767196655273,16,,,1.467,,0.579134053959507
1996,VEN,Venezuela,72.111,69.504,74.832,12.1,12.1,25.5,,4.835,35.6502064793631,59.9486698419273,4.40112367870962,2.08078359413242,,,,,,,,98.484130859375,0.24826058,45.5535697937012,,11.77,,-2.25304789027319
2019,AUS,Australia,82.9,80.9,85,2.4,2.4,3.8,5,6.7,18.6784507103908,65.3896077519692,15.93194153764,1.48520844681971,8.6,4.94105432186094,2.5,3.8503,3.8503,3.8503,99.99115238,100,93.60991916,,,5.16,,0.665151144847243
1991,GUY,Guyana,62.622,59.867,65.65,30.9,30.9,59.3,,8.266,36.3522742009941,59.6831862533959,3.96453954561001,-0.405040212764004,,,,,,,,,0,82.0190200805664,,11.954,,6.48831434774661
2018,VEN,Venezuela,71.979,67.832,76.431,15,15,24.2,179,6.864,28.3974307016418,64.3898519906648,7.21271730769343,-2.44354322482875,15.3,,22.7,,,,95.39624796,99.9112014770508,,,,5.02,,
1986,ARG,Argentina,70.119,66.655,73.638,17.1,17.1,29.6,,8.34,30.9722416925682,60.8070946560295,8.2206636514023,1.51132782511058,,,,2.984,2.984,2.984,,,,,,,,4.56111400269241
1994,PER,Perú,67.227,64.775,69.81,23.4,23.4,62.4,,6.323,37.7344116938906,58.3805636752821,3.88502463082737,1.97650334441666,,,,,,,,66.0529327392578,0.008504578,,,4.324,,10.1103807532414
2018,CAN,Canadá,81.8439024390244,79.8,83.99,3.5,3.5,5.2,11,7.7,16.0869478578438,66.7549370661802,17.158115075976,1.41245586917998,9.8,,2.5,2.4251,2.4251,2.4251,99.08828896,100,94.64,,,5.83,,1.33556428524561
2022,MEX,México,,,,,,,,,,,,,,,,,,,,,,,,3.308,,
1989,SLV,El Salvador,59.685,52.864,67.271,23.4,23.4,63.4,,9.062,42.0513676701465,54.8728424867075,3.075789843146,1.92291055087378,,,,,,,,,,41.790828704834,,,,-0.958842262348298
1998,NRU,Nauru,59.224,56.429,63.367,26.6,26.6,45.9,,7.99,39.9990362839108,58.2518190141184,1.7491447019708,0.1350048421061,,,,,,,,99.2980117797852,,34.5679016113281,,,,
2002,ARG,Argentina,74.408,,,,,,,,,,,,,,,,,,,,,,,,,
2005,DOM,República Dominicana,70.875,,,,,,,,,,,,,,,,,,,,,,,,,
2002,NIC,Nicaragua,67.18,,,,,,,,,,,,,,,,,,,,,,,,,
2013,CAN,Canadá,81.7448780487805,79.74,83.85,3.7,3.7,5.5,11,7.2,16.2713032692422,68.5147194001909,15.2139773305668,1.05659125917789,10.5,,2.5,2.4509,2.4509,2.4509,99.36619078,100,85.8,,,7.07,,1.25361381330025
1998,NIC,Nicaragua,65.209,62.661,67.709,18.1,18.1,50.5,,6.29,41.6643750030154,55.277470212393,3.05815478459166,1.59245325625362,,,,,,,,69.047103,0.303808975,,,7.296,47.9,2.07320205127621
2014,COL,Colombia,76.043,72.985,79.139,8.8,8.8,16.1,70,5.106,24.8851690071116,68.262574830037,6.85225616285138,0.947136923375947,10.2,,7.5,1.918,1.918,1.918,88.09633314,97.7909393310547,52.57,74.9432601928711,94.1862487792969,8.57,,3.51395347912819
1993,URY,Uruguay,73.579,69.479,77.826,11.2,11.2,21.4,,9.4,24.9522700025774,63.0090194758568,12.0387105215658,0.569602672227992,,,,,,,,96.3630599975586,0,,,8.35,,2.07446817135018
1997,AUS,Australia,78.4804878048781,75.7,81.4,3.6,3.6,6.6,,7,21.2208084838389,66.6674361655209,12.1117553506401,1.0820399195962,,,,2.4035,2.4035,2.4035,,100,16.36935838,,,8.36,,2.79451834154317
2008,GRD,Granada,74.656,,,,,,,,,,,,,,,,,,,,,,,,,
2010,DMA,Dominica,71.55,68.698,74.889,19.6,19.6,24.6,,11.573,23.5997382008581,65.2214384408407,11.1788233583012,-0.0465312422058471,,,4.8,,,,76.59938211,94.173942565918,47.45,77.9594497680664,,,,0.719489528083983
2017,TON,Tonga,70.713,68.065,73.58,5.3,5.3,12.1,84,6.855,36.2168571835128,57.7441540577717,6.03898875871555,-0.276617487700869,25.7,,,,,,93.17944513,98.361572265625,46.2,,,2.074,,3.60863612360343
2017,MEX,México,74.138,71.044,77.303,8.6,8.6,15.2,52,6.615,26.6640747970981,65.9112051373316,7.42472006557024,1.08042073770937,15.7,,6.1,2.3827,2.3827,2.3827,90.33947554,100,53.03178861,97.190299987793,94.9727783203125,3.42,,1.01581618490397
2010,MHL,Islas Marshall,63.226,61.668,65.119,17.9,17.9,39.1,,6.876,39.5961846280574,58.3622731229699,2.04154224897268,-0.330813597773069,,,,0.5674,0.5674,0.5674,81.70223477,89.23388671875,7,,,,,5.77095038647522
2010,VEN,Venezuela,72.89,68.918,77.139,10.5,10.5,17.1,112,5.568,30.0156935279381,64.274544174126,5.7097622979359,1.35734981460765,16.2,12.3434931455676,2.5,,,,93.9429581,99.0549468994141,37.37,77.0896530151367,,7.11,26.8,-2.81689903503258
2019,SLV,El Salvador,72.559,68.009,76.776,6.5,6.5,13.3,39,7.451,26.4179565769782,65.5576789782901,8.02436444473177,0.0617207329334854,10.7,15.7989247028582,8.3,,,,82.6592314,97.3600006103516,50.49119407,71.206169128418,89.1379165649414,4.17,,2.37426592723547
2016,VEN,Venezuela,72.058,67.757,76.742,15,15,24.2,150,6.574,28.2227845138212,65.1530106886421,6.62420479753672,0.691185784244756,16.2,,16.4,,,,95.0329255,99.4000015258789,60,76.0179977416992,97.1270904541016,5.32,,
1991,NIC,Nicaragua,63.931,60.834,67.014,22.3,22.3,63.8,,6.896,45.4416557986241,51.795945244708,2.76239895666791,2.32547551551321,,,,,,,,,0,29.5019798278809,,7.034,,-2.48357530761011
1994,WSM,Samoa,68.98,66.204,72.273,11.1,11.1,26.2,,5.594,40.4440606099118,55.4784035307642,4.077535859324,1.0131622450568,,,,,,,,80,0,111.91943359375,,3.04,,-3.5245219581508
2005,DMA,Dominica,72.254,,,,,,,,,,,,,,,,,,,,,,,,,
2002,DOM,República Dominicana,69.923,,,,,,,,,,,,,,,,,,,,,,,,,
2007,JAM,Jamaica,71.418,,,,,,,,,,,,,,,,,,,,,,,,,
2002,TTO,Trinidad y Tobago,70.488,,,,,,,,,,,,,,,,,,,,,,,,,
2020,CHL,Chile,79.377,76.745,82.041,4.5,4.5,6.9,15,7.221,18.6188701743694,68.9855520229994,12.3955778026311,1.36064363430941,,,2.6,2.8351,2.8351,2.8351,99.99999872,100,86.37099516,98.7764205932617,,11.14,10.8,-7.24886134502005
2013,SLB,Islas Salomón,69.188,67.668,70.934,9.8,9.8,24.1,138,5.421,40.7802666712457,55.7785924634894,3.44114086526491,2.5393320797232,40.2,,18,0.1873,0.1873,0.1873,29.82932509,44.7000007629395,8,63.3798484802246,,0.69,,2.59904883804849
1994,BLZ,Belice,70.316,68.351,72.483,15.2,15.2,30.4,,5.362,43.1401701475687,52.9480989436336,3.91173090879768,2.15957225206249,,,,,,,,74.0203857421875,0,52.2994689941406,,11.1,,-1.94330041138444
2011,BRA,Brasil,73.343,70.089,76.651,10.7,10.7,17.9,62,6.283,24.2822404155884,68.6505129931381,7.06724659127346,0.928589629509177,17.6,,3.2,1.8491,1.8491,1.8491,82.70058102,99.3286895751953,45.69,71.7501220703125,91.4112396240234,7.58,,3.01339627261974
1995,PER,Perú,67.644,65.176,70.253,22.2,22.2,57.9,,6.294,37.2398966495863,58.7306920711109,4.02941127930279,1.92355612770439,,,,0.98,0.98,0.98,,67.3548355102539,0.033412305,66.4047927856445,,4.544,,5.36502124767382
2021,ECU,Ecuador,73.67,70.26,77.462,6.7,6.7,12.5,,6.719,26.0976437622379,66.2602835405423,7.64207269721988,1.18206337539033,,,,,,,,,76.20289766,,94.4835891723633,4.5,,3.01037816290692
2017,HTI,Haití,63.854,61.087,66.732,26.3,26.3,66.3,351,8.014,33.527909194638,62.2438019417881,4.22828886357384,1.38753007437198,31.7,,44.6,,,,34.70445486,43.7492713928223,27.2,,,13.786,,1.09773286156684
2018,HTI,Haití,64.019,61.231,66.919,25.8,25.8,64.4,359,7.998,33.2281203197735,62.4778102834971,4.29406939672938,1.36113131762731,31.6,,45.4,0.2343,0.2343,0.2343,35.81744586,44.962345123291,32.47362713,,,13.755,,0.293353843250884
2011,VUT,Vanuatu,69.551,67.508,72.04,12.3,12.3,28.7,95,6.061,38.9581526021314,57.272358273576,3.76948912429266,2.35180855409793,40.3,,6.9,,,,54.3609739,41.9353294372559,9.2,,,1.801,,0.742453227180761
2009,AUS,Australia,81.5439024390244,,,,,,,,,,,,,,,,,,,,,,,,,
2000,DMA,Dominica,72.693,,,,,,,,,,,,,,,,,,,,,,,,,
1991,NRU,Nauru,61.303,58.928,65.58,31.3,31.3,64,,7.412,41.4663704302161,56.7259139567764,1.80771561300747,3.11820135031774,,,,,,,,99.0413055419922,0,,,,,
1989,NRU,Nauru,61.4,59.188,65.695,33,33,70.6,,8.229,38.6062006340336,58.9167696523561,2.47702971361023,3.09933144362525,,,,,,,,,,,,,,
2018,TUV,Tuvalu,64.212,60.57,68.734,10.7,10.7,23.6,,10.107,31.491026231017,62.8393925448688,5.66958122411413,0.341124195633829,,,,,,,83.74384221,99.0653839111328,,,,,,1.40786849775152
1987,BOL,Bolivia,54.492,53.138,55.836,43.8,43.8,136.1,,13.107,40.8976911651223,55.3623555650597,3.73995326981798,2.11563058892712,,,,,,,,,,,,,,0.318505712710277
2019,CAN,Canadá,82.2287804878049,80.18,84.38,3.4,3.4,5.2,11,7.6,15.9841708131805,66.4551664877988,17.5606626990206,1.43613682316886,9.6,4.77225226729925,2.5,2.4425,2.4425,2.4425,99.03268117,100,91.91289669,,,5.66,,0.426917853285573
1988,URY,Uruguay,72.82,68.991,76.819,12.4,12.4,25,,9.395,26.0927957496354,62.6720508863672,11.2351533639974,0.618362752089701,,,,,,,,,,,,,,0.855353327056378
1995,NRU,Nauru,61.321,58.425,65.773,28.4,28.4,52.4,,6.897,41.4861131307256,56.764092869953,1.74979399932141,0.407965597402228,,,,1.5094,1.5094,1.5094,,99.2029571533203,0,,,,,
2000,GTM,Guatemala,67.446,,,,,,,,,,,,,,,,,,,,,,,,,
2004,MEX,México,74.372,,,,,,,,,,,,,,,,,,,,,,,,,
2000,PAN,Panamá,74.001,,,,,,,,,,,,,,,,,,,,,,,,,
1998,CUB,Cuba,75.564,73.31,78.003,4.5,4.5,9.5,,7.238,21.734738971074,68.7308258890579,9.53443513986803,0.323431497801001,,,,5.7509,5.7509,5.7509,,,0.226699199,,,6.23,,-0.16427686620186
1995,DMA,Dominica,71.52,68.72,74.438,10.7,10.7,15.8,,9.281,32.2061819915897,58.7534862212974,9.0403317871129,0.00433529144063722,,,,0.47,0.47,0.47,,,0.548762737,,,,,3.02639601036907
2016,PER,Perú,75.789,73.697,77.953,8.1,8.1,16.1,62,6.318,28.1488399758473,63.9000707887348,7.95108923541791,1.36122543775229,10,,6.9,1.3048,1.3048,1.3048,75.78709672,94.1999969482422,45.46174069,90.2306213378906,94.1736679077148,3.74,20.7,2.54786708172743
2021,WSM,Samoa,72.767,70.312,75.503,6.6,6.6,16.7,,5.343,37.7191859720978,57.1711981861732,5.10961584172899,1.76857821590665,,,,,,,,,78.24573185,106.72615814209,99.0999984741211,9.91,,-8.71342366069874
1996,AUS,Australia,78.0780487804878,75.2,81.1,3.7,3.7,6.8,,7,21.3775259624292,66.6164777205034,12.0059963170674,1.21385498322201,,,,2.4056,2.4056,2.4056,,100,3.27524987,,,8.51,,2.60379028051277
1993,AUS,Australia,77.8780487804878,75,80.9,4,4,7.7,,6.9,21.7317994394184,66.6540056224905,11.6141949380911,0.889539825558206,,,,2.403,2.403,2.403,,100,1.974611016,,,10.87,,3.1259863420148
1996,TUV,Tuvalu,63.21,61.048,65.22,26.2,26.2,47.4,,9.922,37.6027468525648,56.2012277598585,6.19602538757673,0.270889934353954,,,,,,,,,,,,,,-6.21575765278605
2021,GTM,Guatemala,69.237,66.005,72.651,10.8,10.8,23,,6.504,32.9297040259032,62.1698540933409,4.90044188075594,1.4803168061015,,,,,,,,,50.84164945,54.5577011108398,83.3499984741211,2.942,,6.39408498115625
1988,PER,Perú,63.601,60.863,66.556,30,30,89.3,,7.996,40.1246223538164,56.2977708026831,3.57760684350055,2.25975036452914,,,,0.965,0.965,0.965,,,,,,,,-11.4647260062765
2020,PAN,Panamá,76.657,73.472,80.034,8,8,14.4,50,5.747,26.6787777979979,64.9574625910765,8.36375961092554,1.4510521369147,,,5.8,,,,84.57385023,96.7046356201172,65.54188027,69.8837585449219,,14.114,,-19.1269590384661
1987,CAN,Canadá,76.7787804878049,73.53,80.19,4.8,4.8,9.1,,7.2,20.9105167576737,68.4000993535983,10.6893838887281,1.31816778174498,,,,2.1,2.1,2.1,,,,,,,,
2009,DMA,Dominica,72.17,,,,,,,,,,,,,,,,,,,,,,,,,
2006,TTO,Trinidad y Tobago,71.256,,,,,,,,,,,,,,,,,,,,,,,,,
2006,USA,Estados Unidos,77.6878048780488,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TTO,Trinidad y Tobago,72.971,69.662,76.403,10.3,10.3,16.3,,9.131,19.2993800072493,69.6000034083543,11.1006165843964,0.493855744994371,,,,,,,,,79,,,4.45,,-1.5141213149118
1990,FSM,Micronesia (Estados Federados de),67.425,64.305,70.776,24,24,49.2,,5.794,44.5813007717818,52.195166475665,3.22353275255317,1.8496015994527,,,,,,,,,0,,,,,1.83976913483599
2022,CRI,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,11.453,,
2010,VUT,Vanuatu,69.617,67.599,72.056,12.3,12.3,28.6,93,6.056,38.8832077831601,57.3388795410934,3.77791267574648,2.37632331873076,40.4,19.87717716552,6.3,,,,54.60453449,44.0999984741211,8,53.8060493469238,,1.85,,-1.11900599670747
2020,AUS,Australia,83.2,81.2,85.3,2.4,2.4,3.7,3,6.3,18.5417282291673,65.2246788528912,16.2335929179415,1.23570107988933,,,2.5,4.1292,4.1292,4.1292,99.99115238,100,96.39446689,,,6.46,,-1.27835805936483
1987,VEN,Venezuela,71.047,68.85,73.336,,,33.6,,4.811,38.9545370065217,57.3763747906318,3.66908820284653,2.58532837371382,,,,1.401,1.401,1.401,,,,42.7512092590332,,,,0.938044340950555
1999,ARG,Argentina,73.722,70.407,76.989,10.9,10.9,20.4,,7.615,28.3864423108692,61.9345409660663,9.67901672306446,1.15204385364535,,,,,,,,95.1331558227539,3.284481956,80.3326110839844,,14.05,,-4.49211212893599
2008,URY,Uruguay,76.623,,,,,,,,,,,,,,,,,,,,,,,,,
2018,MEX,México,74.015,70.829,77.286,8.7,8.7,14.7,56,6.856,26.1947604945758,66.1370386406361,7.66820086478801,0.951668643927897,15.6,,6,2.4248,2.4248,2.4248,91.04184497,99.5,56.6595668,91.4866561889648,95.3799133300781,3.27,41.9,1.22705012273423
1997,CUB,Cuba,75.222,72.971,77.671,4.8,4.8,9.9,,7.281,21.9275160347728,68.7046769500521,9.36780701517504,0.319637304062581,,,,5.6984,5.6984,5.6984,,,0.068220214,80.8365173339844,,7.1,,2.45541537281535
2017,SLB,Islas Salomón,69.988,68.582,71.577,8.6,8.6,21.4,133,5.11,40.1746178728905,56.3718666198492,3.45351550726034,2.44276679046656,39.3,,17.7,,,,33.52835448,62.9000015258789,11.92422906,70.3078689575195,,0.698,,0.587961871197322
2012,MHL,Islas Marshall,63.373,61.827,65.271,17.6,17.6,38,,6.859,39.1896939801734,58.693549159523,2.11675686030363,-1.46046294872198,,,,0.4233,0.4233,0.4233,82.24059636,90.5608062744141,12.5,,,,,0.1594501050227
2008,COL,Colombia,74.295,,,,,,,,,,,,,,,,,,,,,,,,,
2009,VUT,Vanuatu,69.653,,,,,,,,,,,,,,,,,,,,,,,,,
2015,VCT,San Vicente y las Granadinas,74.407,71.99,77.259,10.6,10.6,16.8,36,8.105,23.6485978850886,66.8202137450461,9.53118836986533,-0.403010939386318,22.3,13.8987292377728,5.9,,,,87.1843449,99.6432723999023,49.4,99.2696914672852,,18.969,,3.20029548954575
2015,DMA,Dominica,68.727,66.587,71.082,24.7,24.7,31.2,,10.93,21.7494089834515,68.7443308835608,9.50626013298765,0.912632430301816,,,5.3,,,,80.36642488,99.8290176391602,65,90.6937408447266,,,,-3.61516846835069
2017,JAM,Jamaica,71.911,69.916,73.912,11.8,11.8,14.1,101,7.145,22.3904709323949,71.0839593921824,6.52556967542268,0.202492605820257,16.6,,9,,,,86.28739247,97.6095809936523,55.07206705,82.6733856201172,,7.4,,0.792818276894394
2014,HND,Honduras,72.259,70.036,74.632,12.3,12.3,21.3,68,4.16,34.9224650085866,61.6684778824885,3.40905710892487,1.84861910603263,21,,14.6,,,,78.0073178,88.6537704467773,23,46.7291412353516,87.1975326538086,7.08,49.7,1.17043067945457
2010,BHS,Bahamas,72.731,69.278,76.149,8,8,15.4,79,6.269,26.3984440300907,67.40888681712,6.19266915278939,1.40695589315095,20.6,13.8598449446824,,,,,92.83827663,100,43,92.2431182861328,,14.321,,0.119788587477856
1994,PAN,Panamá,72.096,69.007,75.421,16.3,16.3,28.8,,5.118,34.6231632445443,60.7918547658183,4.58498198963735,2.0455139596654,,,,1.1255,1.1255,1.1255,,75.8779220581055,0.007636899,,,6.11,,0.767703645778568
2004,BRA,Brasil,71.131,,,,,,,,,,,,,,,,,,,,,,,,,
2002,COL,Colombia,71.939,,,,,,,,,,,,,,,,,,,,,,,,,
2001,FSM,Micronesia (Estados Federados de),70.479,,,,,,,,,,,,,,,,,,,,,,,,,
2006,NIC,Nicaragua,68.725,,,,,,,,,,,,,,,,,,,,,,,,,
2005,PRY,Paraguay,70.527,,,,,,,,,,,,,,,,,,,,,,,,,
2021,USA,Estados Unidos,76.3292682926829,73.5,79.3,3.3,3.3,6.2,,10.4,18.2430347046008,65.0780698085871,16.6788954868121,0.118380497121458,,,,,,,,,91.75320833,,,5.35,,5.82014017609322
2016,BLZ,Belice,73.399,70.584,76.668,9.7,9.7,14.5,59,4.695,31.1098859962566,64.528568997788,4.36154500595542,2.04687117105776,16,,7.2,,,,87.53477608,93.2223129272461,44.57574032,70.3797836303711,,7,,-1.91523472041482
1986,BHS,Bahamas,69.285,65.803,72.885,16.6,16.6,27.3,,6.036,32.6737864503486,62.6422677514469,4.68394579820457,1.9604484219087,,,,,,,,,,,,,,-0.179242552200904
1998,VUT,Vanuatu,68.763,66.653,71.473,12.7,12.7,29.4,,5.635,44.0831731189373,52.3297539980774,3.58707288298523,2.3302035933403,,,,,,,,18.4829177856445,0.274185942,23.9830703735352,,1.808,,-1.15351570594035
2010,TTO,Trinidad y Tobago,72.725,69.309,76.138,14.6,14.6,22.9,47,6.708,20.8189628276617,72.4392609778373,6.74177619450101,0.64770221814423,21.9,8.4705745334881,8.2,1.8086,1.8086,1.8086,92.57615753,100,48.5,80.937370300293,98.6999969482422,4.03,,2.65616051879402
2001,GTM,Guatemala,67.946,,,,,,,,,,,,,,,,,,,,,,,,,
2000,MHL,Islas Marshall,63.275,,,,,,,,,,,,,,,,,,,,,,,,,
2008,PRY,Paraguay,71.384,,,,,,,,,,,,,,,,,,,,,,,,,
2005,URY,Uruguay,76.194,,,,,,,,,,,,,,,,,,,,,,,,,
1991,TON,Tonga,67.518,64.033,71.621,9.4,9.4,21.4,,6.811,40.0865573505573,55.3153990273661,4.59804362207667,0.28623898736679,,,,0.508,0.508,0.508,,,0,,,1.291,,6.11078203398606
1986,CRI,Costa Rica,75.505,73.687,77.42,10.4,10.4,21.2,,3.935,35.8337530946608,59.6421298394209,4.52411706591836,2.71886328639952,,,,,,,,,,28.3815097808838,,,,2.70552068263737
2017,NIC,Nicaragua,73.554,70.686,76.367,10.1,10.1,16.8,76,4.619,31.3860676396681,63.9358515578545,4.67808080247739,1.41880628469208,15.6,,17.2,0.9895,0.9895,0.9895,72.87482222,85.9898376464844,30.4,,,3.3,,3.15676873757884
1997,URY,Uruguay,74.298,69.938,78.789,9,9,19.2,,9.269,24.6343298093199,62.705923972649,12.6597462180311,0.569743473062398,,,,,,,,97.0656509399414,3.363239668,,,11.44,,7.93099829010305
1999,MEX,México,73.225,70.227,76.308,15.2,15.2,29.6,,5.036,34.6702832548276,60.4397491415616,4.88996760361078,1.64054838334199,,,,1.7114,1.7114,1.7114,,96.7482986450195,1.857436221,,,2.6,,1.08158470837868
2007,CAN,Canadá,80.5436585365854,,,,,,,,,,,,,,,,,,,,,,,,,
2005,ECU,Ecuador,74.514,,,,,,,,,,,,,,,,,,,,,,,,,
2002,KIR,Kiribati,64.84,,,,,,,,,,,,,,,,,,,,,,,,,
1992,TUV,Tuvalu,60.491,58.083,62.746,27.8,27.8,51.5,,11.058,37.6927952672723,56.4441157828016,5.86308894992605,1.19023721803618,,,,,,,,,0,,,,,1.57268730442388
2020,KIR,Kiribati,67.266,65.348,68.948,21.2,21.2,49.8,76,6.242,36.1914702661242,60.1228813056732,3.6856484282026,1.77265475198411,,,4.2,,,,45.57596312,91.9630279541016,45.14804292,99.9175872802734,,,,-2.29442839880886
2014,ECU,Ecuador,76.622,74.146,79.124,7.5,7.5,16,65,4.752,29.4956621740803,64.0327788066595,6.47155901926019,1.48359860231919,11.9,,8.7,,,,85.25232617,98.9760665893555,45.59039067,98.2381591796875,94.2226409912109,3.48,22.5,2.2604243692314
2001,AUS,Australia,79.6341463414634,,,,,,,,,,,,,,,,,,,,,,,,,
2005,CRI,Costa Rica,78.505,,,,,,,,,,,,,,,,,,,,,,,,,
2003,GTM,Guatemala,68.797,,,,,,,,,,,,,,,,,,,,,,,,,
2001,HTI,Haití,58.489,,,,,,,,,,,,,,,,,,,,,,,,,
2000,SLB,Islas Salomón,67.225,,,,,,,,,,,,,,,,,,,,,,,,,
2004,SLB,Islas Salomón,67.801,,,,,,,,,,,,,,,,,,,,,,,,,
1992,NRU,Nauru,61.223,58.781,65.338,30.5,30.5,60.8,,6.964,42.2026953645653,56.2027940958681,1.59451053956657,2.26658397654289,,,,,,,,99.0834197998047,0,,,,,
2022,ARG,Argentina,,,,,,,,,,,,,,,,,,,,,,,,6.491,,
1999,PRY,Paraguay,69.634,67.029,72.472,18.5,18.5,34.6,,5.642,39.3600238438641,56.4144749604609,4.22550119567508,2.06213058619071,,,,,,,,88.518177,0.38165732,,,5.34,37.3,-3.37921190576421
1999,BRA,Brasil,69.524,66.381,72.813,19.7,19.7,37,,6.386,30.4027486761331,64.1983065508217,5.3989447730452,1.42022228691432,,,,1.3734,1.3734,1.3734,,94.76296,2.038732184,,,11.13,,-0.948845922551726
1995,URY,Uruguay,73.896,69.661,78.273,10.2,10.2,20.6,,9.363,24.7357323192968,62.9051366767447,12.3591310039585,0.57375265725676,,,,3.56,3.56,3.56,,96.7197952270508,0.310128582,,,10.02,,-2.01142695289977
1990,SLB,Islas Salomón,65.392,62.933,68.606,14.9,14.9,38.2,,6.548,45.3054796781323,51.5432465323032,3.15127378956444,3.00963173855987,,,,,,,,,0,,,,,-0.830018724544004
2022,NRU,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,KIR,Kiribati,62.321,60.629,63.953,32.3,32.3,81.8,,8.369,41.4280747226349,55.24607263647,3.32585264089515,1.51855855176381,,,,0.13,0.13,0.13,,,0,,,,,-0.650626477690821
2010,PRY,Paraguay,71.887,69.202,74.766,13.8,13.8,26,100,5.517,32.9592601340444,61.9720080001907,5.06873186576495,1.15140184845157,17.3,18.2784322218376,7.7,,,,82.18003263,97.4308624267578,19.8,69.9415512084961,93.8709182739258,4.57,39,9.82341463295111
2016,LCA,Santa Lucía,73.112,69.911,76.582,12.3,12.3,22.5,64,7.848,20.1155240386932,71.5628339101033,8.32164205120356,0.448818487957651,17.6,,,,,,83.10351791,97.6397094726563,61.7,89.4810180664063,,19.659,25,3.28840216483928
1993,CAN,Canadá,77.7048780487805,74.7,80.86,4.1,4.1,7.4,,7.1,20.655386175464,67.6704263594953,11.6741874650407,1.09893087887878,,,,2.2,2.2,2.2,,100,1.184557509,,,11.38,,
1990,BRA,Brasil,65.985,63.099,69.041,26.1,26.1,63.2,,7.158,35.2394638116541,60.2949836664584,4.46555252188748,1.80985576444804,,,,1.0864,1.0864,1.0864,,87.475116,0,,,,,-6.06555566873385
2019,TON,Tonga,70.871,68.265,73.669,5.1,5.1,11.7,125,6.909,35.487205873245,58.3656104544523,6.14718367230266,-0.18943275806294,24.8,11.082843800717,,,,,92.9975705,98.4000015258789,61.78962999,,,2.244,,0.897435308576604
2008,TTO,Trinidad y Tobago,71.47,,,,,,,,,,,,,,,,,,,,,,,,,
2011,AUS,Australia,81.8951219512195,79.7,84.2,2.6,2.6,4.5,6,6.6,18.9711546710534,67.191656549791,13.8371887791556,1.38952731561803,9.8,,2.5,3.2878,3.2878,3.2878,99.99115238,100,79.48769771,,,5.08,,0.978468035158599
2010,LCA,Santa Lucía,72.72,69.929,75.707,12.9,12.9,19.7,73,7.32,24.068798081142,68.1235557375611,7.80764618129698,0.732191056391629,17,8.28671790640887,,1.6485,1.6485,1.6485,83.68751104,94.1999969482422,32.5,98.1616592407227,,17.111,,0.862644867260556
2011,DOM,República Dominicana,72.221,68.984,75.856,24.5,24.5,35.2,93,5.84,30.2846339720047,64.0923269670832,5.62303906091206,1.30068199219472,17.2,,11.1,1.5268,1.5268,1.5268,82.9735709,97.8988723754883,38,76.5380325317383,90.1063766479492,6.09,,1.80067136186146
1987,LCA,Santa Lucía,70.005,67.523,72.392,13.3,13.3,23.9,,6.049,41.5846615002193,53.0676999561339,5.34763854364673,1.45074159669773,,,,,,,,,,47.3619995117188,,,,2.42695005141293
1991,URY,Uruguay,73.305,69.33,77.431,11.3,11.3,22.3,,9.395,25.3893474909213,62.9087470904588,11.7019054186199,0.587361458160857,,,,,,,,,0,,,8.95,,2.93244396817394
1993,MEX,México,70.942,67.43,74.681,20.4,20.4,39.4,,5.489,37.3356745639981,58.3552874199539,4.30903801604799,1.92882635968047,,,,1.465,1.465,1.465,,95.4484634399414,0.028305042,59.3214912414551,,3.37,,-0.00627042610834394
2016,KIR,Kiribati,66.332,64.514,67.938,23.1,23.1,56.1,117,6.519,35.6758330309755,60.886569405888,3.43759756313653,1.53561388437723,51.5,,3.3,,,,43.92770801,92.7996139526367,19.41939784,94.55615234375,,,,-1.99479304924535
1998,USA,Estados Unidos,76.5804878048781,73.8,79.5,4.8,4.8,8.8,,8.6,21.5896705355766,65.9488567291859,12.4614727352375,1.16571452642589,,,,,,,,100,30.09319659,,,4.51,,3.27051107297336
