Country Name,Country Code,Time,Time Code,Access to electricity (% of population) [EG.ELC.ACCS.ZS],Agricultural land (% of land area) [AG.LND.AGRI.ZS],Arable land (% of land area) [AG.LND.ARBL.ZS],Average supply of protein of animal origin (g/cap/day) [CC.PRO.ANI],Electricity net consumption [CC.ELEC.CON],Energy intensity of the economy (kWh per 2011$PPP) [CC.EG.INTS.KW],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GHG growth (annual %) [CC.GHG.GRPE],Government Effectiveness: Estimate [GE.EST],"Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]",People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],People with basic handwashing facilities including soap and water (% of population) [SH.STA.HYGN.ZS],Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST],"Population, total [SP.POP.TOTL]",Rule of Law: Estimate [RL.EST],Tax revenue (% of GDP) [GC.TAX.TOTL.GD.ZS],Total natural resources rents (% of GDP) [NY.GDP.TOTL.RT.ZS],"Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS]
Argentina,ARG,2004,YR2004,96.6535034179688,47.3186952120993,11.6178302986454,55,83.65307,1.372,164657930452.787,9.02957330068152,4277.72157290954,3.94,0.0173355247825384,42.3157334591542,97.20809699,89.33608423,..,-0.610934913158417,38491970,-0.767380177974701,13.1007798994386,4.95048349859177,13.5200004577637,89.86
Argentina,ARG,2003,YR2003,96.4426345825195,47.1749814557001,10.8993711381267,58,79.112,1.423,127586973492.177,8.83704079576924,3349.80630031036,5.89,-0.0327457562088966,41.8047636355714,96.98789954,88.80778679,..,-0.359838128089905,38087866,-0.777115821838379,12.5187797002949,5.11833945547396,15.3599996566772,89.686
Argentina,ARG,2002,YR2002,96.2288665771484,47.031267699301,10.180911977608,61.6,72.472,1.426,97724004251.8602,-10.8944848285903,2593.404563368,-0.84,-0.228479072451591,41.2992249762733,96.76268593,88.27940072,..,-0.776545405387878,37681743,-0.761098086833954,9.81895834666325,5.81533741054247,19.5900001525879,89.51
Argentina,ARG,2001,YR2001,95.5110626220703,46.9932655872605,10.1385250064859,..,75.395,1.293,268696750000,-4.40883968258557,7208.37311355372,12.47,..,42.1071264824963,96.53175832,87.75030642,..,..,37275644,..,9.32489879390056,1.92453004289424,17.3199996948242,89.329
Argentina,ARG,2000,YR2000,95.7832870483398,46.9581867146078,10.0997920845985,..,73.226,1.232,284203750000,-0.78899893905691,7708.09911454041,-0.33,-0.0280386935919523,42.4213459333398,96.29467974,87.22025186,..,0.0958238765597343,36870796,-0.214404493570328,9.62260350188905,2.28470069475626,15,89.142
Argentina,ARG,1999,YR1999,95.1331558227539,46.9223770321081,10.0603283528642,..,70.43,1.18,283523000000,-3.38545704063269,7774.73620280001,1.87,..,42.4831520961819,..,..,..,..,36467218,..,9.07612433559182,1.36101789938524,14.0500001907349,88.952
Argentina,ARG,1998,YR1998,94.8150024414063,46.8924138283839,10.0212300260534,..,67.908,1.139,298948250000,3.85017885156228,8289.5075682025,1.18,0.328712493181229,42.7036863153341,..,..,..,-0.134649589657784,36063451,-0.0388815775513649,9.03052618638845,0.821633521572885,12.6499996185303,88.759
Argentina,ARG,1997,YR1997,94.4920120239258,46.8577003606547,9.98286250908945,..,62.78,1.103,292859000000,8.1110467707457,8213.12512693705,0.79,..,42.4534941376813,..,..,..,..,35657438,..,8.69008635554994,1.44012592917314,14.8199996948242,88.564
Argentina,ARG,1996,YR1996,94.1649398803711,46.8237177027723,9.94339877735513,..,57.928,1.152,272149750000,5.52668982715234,7721.35410460355,4.54,0.165690049529076,41.938364820787,..,..,..,0.111376881599426,35246376,0.0755526423454285,8.17178777492906,1.63105608399105,17.1100006103516,88.366
Argentina,ARG,1995,YR1995,93.8344650268555,46.7882734251961,9.90430045054427,..,54.938,1.14,258031750000,-2.84520961057079,7408.70866363112,0.19,..,41.578600848371,..,..,..,..,34828168,..,8.05435765172309,1.27129062406676,18.7999992370605,88.164
Argentina,ARG,1994,YR1994,93.5012741088867,46.7528291476199,9.86520212373342,..,49.934,1.069,257440000000,5.83620070368526,7483.14033425721,1.69,..,41.7558538446458,..,..,..,..,34402669,..,8.12643722809198,1.05149071935349,11.7600002288818,87.96
Argentina,ARG,1993,YR1993,93.1660461425781,46.7170194651203,9.82573839199909,..,48.407,1.117,236741715015.015,8.20697907221228,6969.11972904571,0.84,..,41.3648526270988,..,..,..,..,33970103,..,8.01513800555669,1.16636673088957,10.1000003814697,87.752
Argentina,ARG,1992,YR1992,92.8294525146484,46.682305997391,9.78737087503517,..,45.292,1.156,228788617201.696,7.93729155643076,6823.53883710424,1.5,..,40.821964904774,..,..,..,..,33529320,..,5.54792213441138,1.16431234549896,6.3600001335144,87.542
Argentina,ARG,1991,YR1991,92.4921875,46.6475925296617,9.74900335807125,..,39.655,1.191,189719984268.485,9.13311056738961,5735.3599805848,1.73,..,40.3030897694256,..,..,..,..,33079002,..,5.00823654744009,1.18523718146537,5.44000005722046,87.328
Argentina,ARG,1990,YR1990,92.1548004150391,46.6128790619325,9.71063584110732,..,37.105,1.309,141352368714.691,-2.46721377810472,4333.48337168025,..,..,39.7254480827816,..,..,..,..,32618648,..,4.83851314669697,2.59312585280146,..,86.984
Argentina,ARG,1989,YR1989,..,46.5781655942032,9.6722683241434,..,39.924,1.33,76636898036.4712,-7.15694965597953,2383.86747065533,..,..,..,..,..,..,..,32148137,..,..,3.63741145638363,..,86.613
Argentina,ARG,1988,YR1988,..,46.5452791510913,9.63463161702641,..,42.22,1.306,126206817196.091,-1.08993334133791,3985.19246874962,..,..,..,..,..,..,..,31668939,..,..,1.54390075953283,..,86.233
Argentina,ARG,1987,YR1987,..,46.5467407707851,9.59005221636356,..,42.152,1.27,111106191358.197,2.70486882770558,3562.87605875248,..,..,..,..,..,..,..,31184411,..,..,1.88015792452675,..,85.843
Argentina,ARG,1986,YR1986,..,46.5467407707851,9.54401119600685,..,39.01,1.254,110934442762.694,6.15337706275693,3613.62170927636,..,..,..,..,..,..,..,30698964,..,..,1.30218612187186,..,85.445
Argentina,ARG,1985,YR1985,..,46.5467407707851,9.49797017565015,..,37.373,1.223,88416668900.2596,-5.18902435343904,2926.12648531698,..,..,..,..,..,..,..,30216284,..,..,3.4404689977266,..,85.038
Argentina,ARG,1984,YR1984,..,46.5467407707851,9.45192915529344,..,37.739,1.179,79092001998.032,1.57073870182023,2659.70824247007,..,..,..,..,..,..,..,29737097,..,..,4.14245374435628,..,84.621
Argentina,ARG,1983,YR1983,..,46.5471061757086,9.40588813493673,..,35.484,1.208,103979106777.911,4.34909327926756,3553.37750879684,..,..,..,..,..,..,..,29262049,..,..,3.38145088780757,..,84.194
Argentina,ARG,1982,YR1982,..,46.5467407707851,9.35984711458002,..,36.003,1.205,84307486836.724,-0.735659159103619,2927.89735685135,..,..,..,..,..,..,..,28794550,..,..,3.16401047109198,..,83.759
Argentina,ARG,1981,YR1981,..,46.5463753658617,9.31380609422331,..,35.594,1.144,78676842366.5529,-5.18978914135593,2776.32208825604,..,..,..,..,..,..,..,28338514,..,..,5.28908662749166,..,83.313
Argentina,ARG,1980,YR1980,..,46.5463753658617,9.26776507386661,..,36.845,1.126,76961923741.0701,1.51878394990179,2758.83481649511,..,..,..,..,..,..,..,27896532,..,..,6.38481724196326,..,82.887
Argentina,ARG,1978,YR1978,..,46.5463753658617,9.17568303315319,..,..,1.165,58082870156.329,-4.50612480201359,2146.36495899507,..,..,..,..,..,..,..,27061041,..,..,2.53516265980874,..,82.139
Argentina,ARG,1979,YR1979,..,46.5463753658617,9.2217240535099,..,..,1.146,69252328951.6441,10.2227634638681,2520.92071600201,..,..,..,..,..,..,..,27471046,..,..,5.4916597696546,..,82.516
Argentina,ARG,1977,YR1977,..,46.5463753658617,9.12964201279648,..,..,1.095,56781000101.0848,6.93414775653342,2129.70836078413,..,..,..,..,..,..,..,26661397,..,..,2.30272660774951,..,81.755
Australia,AUS,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,46.8993630752007,..,..,..,..,26010000,..,..,..,4.96400022506714,86.488
Australia,AUS,2021,YR2021,..,..,..,..,..,..,1542659899992.54,1.47516288330458,59934.1294088895,..,1.51292824745178,46.9587860457846,..,..,..,0.850988686084747,25739256,1.67429053783417,..,..,5.11199998855591,86.362
Australia,AUS,2023,YR2023,..,..,..,..,..,..,..,..,..,..,..,46.8794175179309,..,..,..,..,26278000,..,..,..,4.96199989318848,86.617
Australia,AUS,2024,YR2024,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26542000,..,..,..,..,86.75
Australia,AUS,2025,YR2025,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26803000,..,..,..,..,86.887
Australia,AUS,2020,YR2020,100,46.2524798427461,3.98386899670048,..,..,..,1327836171068.51,-0.00383655856659004,51680.3165229438,..,1.61007499694824,46.7867215508204,99.96981182,99.99115238,..,0.850844323635101,25693267,1.64262545108795,22.5960261824879,5.91844174901544,6.46000003814697,86.241
Australia,AUS,2019,YR2019,100,47.1237724290889,3.97463865148557,..,237.388272,..,1391952510370.48,2.11314942462376,54875.2859563351,..,1.56487631797791,46.7110282560764,99.96985563,99.99115238,..,0.911745727062225,25365745,1.72611081600189,23.4177085110275,5.81237679344498,5.15999984741211,86.124
Australia,AUS,2018,YR2018,100,46.6580950127535,4.02677060122049,71.6,234.25804,..,1428529571351.06,2.87097248021668,57180.7794001614,-0.61,1.58852088451385,46.5731198116897,99.96989482,99.99115238,..,0.989603996276855,24982688,1.70605432987213,23.1935173358308,5.47462365219589,5.30000019073486,86.012
Australia,AUS,2017,YR2017,100,48.3406179391109,3.99790952181612,73.3,231.32196,..,1326882872011.46,2.29592694694063,53934.2501750463,7.93,1.53046941757202,46.4011508956038,99.9699336,99.99115238,..,0.896060824394226,24601860,1.67551982402802,22.0857675207496,5.06070784243654,5.59000015258789,85.904
Australia,AUS,2016,YR2016,100,44.5399257932247,3.90755614259973,74,226.5381,1.527,1206685107002.47,2.74164306864724,49881.7637140466,1.92,1.56198215484619,46.211541527932,99.96997302,99.99115238,..,1.04795801639557,24190907,1.74595713615417,22.2743077338841,4.05730127248191,5.71000003814697,85.8
Australia,AUS,2015,YR2015,100,45.3144240657095,4.04705622014241,72.7,225.12754,1.544,1350534154255.76,2.17220475337416,56707.0220772116,0.05,1.56022334098816,45.9271733775535,99.97000567,99.99115238,..,0.884979844093323,23815995,1.81871104240417,21.8842698435874,3.27562265193913,6.05000019073486,85.701
Australia,AUS,2014,YR2014,100,48.7383986566523,4.16025148718483,71,223.48544,1.566,1467504819608.92,2.56293152083389,62511.6905895284,1.97,1.60130333900452,45.7395749911307,99.9614791,99.99115238,..,1.03219199180603,23475686,1.91871964931488,21.908563557167,4.74052852118708,6.07999992370605,85.602
Australia,AUS,2013,YR2013,100,48.3937102169923,4.06399125261966,70.7,222.68814,1.559,1576335282651.07,2.60021188065653,68156.6279162085,-13.66,1.63268768787384,45.5475944338371,99.90958842,99.99115238,..,1.03107297420502,23128129,1.77010262012482,21.9560103979683,5.31112525259261,5.65999984741211,85.502
Australia,AUS,2012,YR2012,100,50.3854314463116,4.11821980396496,70,222.72226,1.532,1546508558465.66,3.91736246328504,68027.8417067378,-0.25,1.61283433437347,45.41801099319,99.90076728,99.99115238,..,0.997997224330902,22733465,1.75977957248688,21.1122253307766,5.36224168667949,5.21999979019165,85.402
Australia,AUS,2011,YR2011,100,51.5628132199992,4.12570454160863,69.4,223.43702,1.536,1397907916789.9,2.46974629381731,62574.1457032412,7.25,1.6899231672287,45.2655681478793,99.89196863,99.99115238,..,0.935710072517395,22340024,1.73315370082855,20.3319984935447,8.67503750575586,5.07999992370605,85.3
Australia,AUS,2010,YR2010,100,48.9920987204353,3.331261471174,68.7,222.36042,1.536,1147589183475.73,2.17233709101625,52087.9722888891,-5.15,1.76319003105164,45.0740939124137,99.88315015,99.99115238,..,0.888859868049622,22031750,1.75771832466125,20.501006249338,8.07666526793644,5.21000003814697,85.182
Australia,AUS,2009,YR2009,100,50.0184840477461,3.53300443877485,70,220.032,1.641,928042998085.702,1.8668320701176,42783.3225651148,2.71,1.70176219940186,45.1718771090282,99.86367093,99.99115238,..,0.855120599269867,21691700,1.73300874233246,22.0380049315016,5.03869390084314,5.55999994277954,85.063
Australia,AUS,2008,YR2008,100,50.6733660492301,3.12329640862762,70.7,214.639,1.646,1055127126230.98,3.57701487814776,49654.9105957389,-4.54,1.78415966033936,45.0158396153274,99.84255603,99.99115238,..,0.954700112342834,21249200,1.75908350944519,24.2293036432919,8.59319405878872,4.23000001907349,84.943
Australia,AUS,2007,YR2007,100,51.8536766332999,3.01016622626037,71,214.773,1.721,853955405511.502,3.7684875158189,41001.1429790999,-0.07,1.81828260421753,44.9021282133794,99.82125589,99.99115238,..,0.928874909877777,20827600,1.74388742446899,24.0689612690462,6.49560018169479,4.38000011444092,84.822
Australia,AUS,2006,YR2006,100,53.27857542663,3.15374301966859,68.4,204.131,1.77,747556154537.287,2.72689344585038,36117.487983674,8.1,1.70751595497131,44.8137349829524,99.79977738,99.99115238,..,0.934466600418091,20697900,1.75673854351044,24.5399805295482,5.29546103907016,4.78000020980835,84.7
Australia,AUS,2005,YR2005,100,53.3993725837314,3.43673118727464,68.3,200.137,1.702,695075176665.163,3.16033832510615,34080.9998953245,-5.83,1.74568998813629,44.6728515309733,99.77814769,99.99115238,..,0.8917076587677,20394800,1.71280241012573,24.7773875743709,4.22757163597628,5.03000020980835,84.582
Australia,AUS,2004,YR2004,100,51.4046574593546,3.35094958541062,67.7,205.162,1.825,614166310997.297,4.20544688686265,30513.9417409748,8.88,1.98447918891907,44.337231263845,99.75634373,99.99115238,..,0.935463547706604,20127400,1.79539239406586,24.2777639435021,2.87169432910206,5.3899998664856,84.463
Australia,AUS,2003,YR2003,100,57.2094294677375,3.02513570154771,68.3,200.582,1.84,467390797903.32,3.11032510902798,23492.4051742272,-11.67,1.77249670028687,44.4390998998748,99.73436091,99.99115238,..,0.878117203712463,19895400,1.84277212619781,24.318077033308,2.16291887982159,5.92999982833862,84.343
Australia,AUS,2002,YR2002,100,58.1856995951733,3.08956952995848,67.3,199.561,1.858,395342716617.832,4.01452665375521,20117.7888912664,-0.75,1.65919864177704,44.0620478399582,99.71219332,99.99115238,..,1.18941462039948,19651400,1.76704657077789,23.5751655353047,2.73476829038018,6.36999988555908,84.222
Australia,AUS,2001,YR2001,100,59.3181729429988,3.15009827785949,..,193.371,1.91,379083932596.329,2.0383007317353,19527.3235767954,0.57,..,43.9629954110929,99.71124501,99.99115238,..,..,19413000,..,24.8936486476921,3.17115247257245,6.73999977111816,84.1
Australia,AUS,2000,YR2000,100,59.2881038230738,3.05546516017339,..,182.97,1.932,415576210513.094,3.91242773271188,21697.7084797731,2.85,1.73217022418976,43.6639056841401,99.71229832,99.99115238,..,1.33396470546722,19153000,1.72206687927246,23.0572657399935,2.86959713874586,6.28000020980835,84.235
Australia,AUS,1999,YR1999,100,59.056923056897,2.99311404136782,..,176.177,2.021,389098884572.001,4.9366749281626,20558.9604021981,5.84,..,43.2179773144083,..,..,..,..,18926000,..,22.4468695041583,1.84806769664256,6.86999988555908,84.37
Australia,AUS,1998,YR1998,100,60.3830883980058,2.77911562943389,..,172.088,2.041,399404463135.047,4.61401157561838,21345.9709868552,4.43,1.61811804771423,43.0805009757051,..,..,..,1.06650125980377,18711000,1.7568027973175,22.2438277160936,1.81876019174523,7.67999982833862,84.503
Australia,AUS,1997,YR1997,100,60.1685693086706,2.72106009918905,..,161.721,2.065,435323994365.315,3.90829089340106,23509.4234684514,1.97,..,42.9708497485761,..,..,..,..,18517000,..,22.3919878761076,1.81810532805351,8.35999965667725,84.636
Australia,AUS,1996,YR1996,100,60.5586868515939,2.49834034078336,..,156.546,2.099,401089529590.288,3.85441996283515,21904.2941177592,-0.03,1.8005645275116,42.8874929185015,..,..,..,1.39611268043518,18311000,1.71339905261993,21.8861371529748,2.06582008756225,8.51000022888184,84.767
Australia,AUS,1995,YR1995,100,60.3189149082957,2.1916613514182,..,152.334,2.134,367915800415.8,3.83383058905508,20358.3333563413,1.44,..,42.7266335599813,..,..,..,..,18072000,..,21.1739847308525,2.04725873195576,8.47000026702881,84.898
Australia,AUS,1994,YR1994,100,61.0680395194148,2.32261171784492,..,147.502,2.17,322807333102.733,3.9804736671948,18079.3801793746,0.55,..,42.3267581298723,..,..,..,..,17855000,..,20.0075865054499,1.99235405557612,9.72000026702881,85.028
Australia,AUS,1993,YR1993,100,59.8905275763769,2.22732775340718,..,143.988,2.191,312126194491.287,4.03356714084148,17667.1870997502,-0.06,..,41.9069543289073,..,..,..,..,17667000,..,19.9809552967237,2.08793172684144,10.8699998855591,85.157
Australia,AUS,1992,YR1992,100,60.6594379287453,2.11212787836976,..,140.1334,2.183,325480273782.973,0.413780383815748,18604.1882699613,0.39,..,41.8004712077553,..,..,..,..,17495000,..,20.6428304766765,2.41801257465548,10.7299995422363,85.285
Australia,AUS,1991,YR1991,100,60.2400322819989,2.23995418038869,..,137.996,2.293,325902990346.127,-0.395087176844456,18855.7619964202,-0.01,..,41.6223459162818,..,..,..,..,17284000,..,22.3337258840217,2.5496934460322,9.57999992370605,85.403
Australia,AUS,1990,YR1990,100,60.4554625567864,2.20715150410684,..,135.404,2.244,311326664101.578,3.5735068997854,18243.4714183672,..,..,41.4162259953022,..,..,..,..,17065100,..,22.4372109578341,3.48326546450967,..,85.433
Australia,AUS,1989,YR1989,..,60.8026242141026,2.28147820314229,..,128.119,2.249,299767934207.312,3.86444044919597,17828.0482329023,..,..,..,..,..,..,..,16814400,..,22.6522158388678,2.91996069685752,..,85.463
Australia,AUS,1988,YR1988,..,61.4467021595095,2.36075133749007,..,120.921,2.237,236065919674.04,5.74367784273176,14279.1594387946,..,..,..,..,..,..,..,16532200,..,23.138613464674,4.14732144485455,..,85.493
Australia,AUS,1987,YR1987,..,61.3123673899744,2.55131926636554,..,111.642,2.282,189400476442.562,2.54793201432742,11645.4525939389,..,..,..,..,..,..,..,16263900,..,23.2228829370209,3.36571108938279,..,85.522
Australia,AUS,1986,YR1986,..,60.9896775705192,2.69151165666532,..,106.969,2.389,182368494683.828,4.03096802586074,11384.9382387646,..,..,..,..,..,..,..,16018400,..,22.5687918562103,3.24692546281224,..,85.552
Australia,AUS,1985,YR1985,..,63.3652682139463,2.72874009085821,..,99.889,2.348,180573751629.976,5.2521152448473,11459.179567837,..,..,..,..,..,..,..,15758000,..,22.5012106331824,4.96480576473812,..,85.582
Australia,AUS,1984,YR1984,..,63.3349387553207,2.82975150671023,..,95.546,2.432,193593551892.773,4.59592426080013,12454.5517172396,..,..,..,..,..,..,..,15544000,..,21.0052113058204,4.21464290716663,..,85.611
Australia,AUS,1983,YR1983,..,62.9744998242714,2.50562982440155,..,89.591,2.438,177333645297.146,-2.22196943253216,11538.3984187095,..,..,..,..,..,..,..,15369000,..,21.7071896390667,4.39384963326808,..,85.641
Australia,AUS,1982,YR1982,..,63.8834723975893,2.53088267836455,..,88.356,2.447,194104601125.455,3.32286786134055,12788.5492901209,..,..,..,..,..,..,..,15178000,..,21.5789264255302,4.20948827167653,..,85.67
Australia,AUS,1981,YR1981,..,64.5073740936959,2.3724665790193,..,81.717,2.427,176953442470.684,3.33880733349639,11854.5884953898,..,..,..,..,..,..,..,14927000,..,21.4552850862804,5.04978476061122,..,85.7
Australia,AUS,1980,YR1980,..,64.5168764562696,2.3151920648764,..,78.227,2.515,150032311977.716,3.03539927689404,10211.8371887909,..,..,..,..,..,..,..,14692000,..,20.406374857041,6.22312222584324,..,85.552
Australia,AUS,1978,YR1978,..,64.5770146961196,2.16536714265259,..,..,2.59,118535980148.883,0.894104096177387,8255.74454303408,..,..,..,..,..,..,..,14358000,..,20.3988810017698,4.23885288713808,..,85.252
Australia,AUS,1979,YR1979,..,64.2044700154902,2.24802468010882,..,..,2.552,134941497216.858,4.05078058108339,9297.33341717362,..,..,..,..,..,..,..,14514000,..,19.7636144760879,6.04411635761693,..,85.403
Australia,AUS,1977,YR1977,..,63.9795373781289,1.9321036668706,..,..,2.585,110387703601.744,3.59286237646097,7778.16400801462,..,..,..,..,..,..,..,14192000,..,20.5276611662995,5.20235519787501,..,85.1
Belize,BLZ,2022,YR2022,..,..,..,..,..,..,..,..,..,..,..,39.0634870072725,..,..,..,..,412000,..,..,..,7.79199981689453,46.396
