Country Name,Country Code,Time,Time Code,"Gross enrolment ratio, early childhood education, both sexes (%) [UIS.GER.0]","Gross enrolment ratio, pre-primary, adjusted gender parity index (GPIA) [UIS.GER.02.GPIA]","Enrolment in early childhood education, female (number) [UIS.E.0.F]","Enrolment in pre-primary education, both sexes (number) [SE.PRE.ENRL]","Gross enrolment ratio, pre-primary, both sexes (%) [SE.PRE.ENRR]","Enrolment in pre-primary education, female (number) [SE.PRE.ENRL.FE]","Enrolment in pre-primary education, male (number) [UIS.E.02.M]","Gross enrolment ratio, pre-primary, male (%) [SE.PRE.ENRR.MA]","Gross enrolment ratio, pre-primary, female (%) [SE.PRE.ENRR.FE]",Percentage of enrolment in pre-primary education in private institutions (%) [SE.PRE.PRIV.ZS],"Enrolment in early childhood education, both sexes (number) [UIS.E.0.T]","Enrolment in early childhood education, male (number) [UIS.E.0.M]","Gross enrolment ratio, early childhood education, male (%) [UIS.GER.0.M]","Gross enrolment ratio, early childhood education, female (%) [UIS.GER.0.F]","Gross enrolment ratio, early childhood educational development programmes, adjusted gender parity index (GPIA) [UIS.GER.01.GPIA]"
Costa Rica,CRI,2013,YR2013,27.89217,0.99668,58292,112444,79.32893,54818,57626,79.45783,79.19387,12.01843,119880,61588,28.00244,27.77661,0.91906
Costa Rica,CRI,2014,YR2014,28.5704,1.00574,59982,114799,80.54488,56226,58573,80.3184,80.78216,11.91474,122667,62685,28.53079,28.61191,0.95743
Costa Rica,CRI,2015,YR2015,28.1617,0.99118,58570,112854,79.30821,54863,57991,79.6514,78.94866,11.98628,120723,62153,28.33353,27.98162,0.93356
Costa Rica,CRI,2016,YR2016,27.89451,0.9962,58173,111432,78.05493,54310,57122,78.20004,77.90289,12.09168,119574,61401,27.99008,27.79434,0.94636
Costa Rica,CRI,2017,YR2017,28.78666,1.00711,60131,115291,80.54816,56504,58787,80.26734,80.84242,11.38684,123065,62934,28.76628,28.80803,0.91683
Costa Rica,CRI,2018,YR2018,34.88534,1.00653,72487,140344,97.93651,68760,71584,97.62298,98.26507,10.20778,148442,75955,34.88062,34.89028,0.8938
Costa Rica,CRI,2019,YR2019,34.47287,1.00242,71018,136907,95.6355,66934,69973,95.52237,95.75406,10.68536,145753,74735,34.54021,34.40228,0.89899
Costa Rica,CRI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1972,YR1972,..,0.98682,..,127980,48.72162,63091,64889,49.04241,48.39603,0,..,..,..,..,..
Cuba,CUB,1973,YR1973,..,0.9825,..,119506,46.80618,58791,60715,47.21632,46.39002,0,..,..,..,..,..
Cuba,CUB,1974,YR1974,..,0.99213,..,118491,48.50741,58569,59922,48.69767,48.31429,0,..,..,..,..,..
Cuba,CUB,1975,YR1975,..,0.98912,..,122099,52.03474,60206,61893,52.31691,51.74782,0,..,..,..,..,..
Cuba,CUB,1976,YR1976,..,0.97862,..,126565,54.49328,61951,64614,55.07595,53.89856,0,..,..,..,..,..
Cuba,CUB,1977,YR1977,..,0.98346,..,151294,65.75941,73997,77297,66.30041,65.20364,0,..,..,..,..,..
Cuba,CUB,1978,YR1978,..,1.00304,..,151314,65.96824,74421,76893,65.8697,66.07037,0,..,..,..,..,..
Cuba,CUB,1979,YR1979,..,0.99227,..,134848,59.08607,65648,69200,59.31005,58.85179,0,..,..,..,..,..
Cuba,CUB,1980,YR1980,..,1.01107,..,122637,54.83262,60056,62581,54.53539,55.14582,0,..,..,..,..,..
Cuba,CUB,1981,YR1981,..,1.00739,..,123741,58.23764,60386,63355,58.0275,58.45975,0,..,..,..,..,..
Cuba,CUB,1982,YR1982,..,1.00826,..,123302,62.42634,60156,63146,62.17483,62.69254,0,..,..,..,..,..
Cuba,CUB,1983,YR1983,..,0.99773,..,118072,66.01696,57346,60726,66.08985,65.93995,0,..,..,..,..,..
Cuba,CUB,1984,YR1984,..,0.99036,..,107660,67.34137,52201,55459,67.65933,67.00683,0,..,..,..,..,..
Cuba,CUB,1985,YR1985,..,0.98772,..,109061,75.23057,52925,56136,75.68457,74.75494,0,..,..,..,..,..
Cuba,CUB,1986,YR1986,..,0.80572,..,108881,78.30011,47347,61534,86.51042,69.70277,0,..,..,..,..,..
Cuba,CUB,1987,YR1987,..,0.78983,..,111582,80.27367,47993,63589,89.46117,70.65899,0,..,..,..,..,..
Cuba,CUB,1988,YR1988,..,0.825,..,136211,94.39105,60030,76181,103.2151,85.15256,0,..,..,..,..,..
Cuba,CUB,1989,YR1989,..,0.81237,..,143705,94.12477,62747,80958,103.61696,84.17558,0,..,..,..,..,..
Cuba,CUB,1990,YR1990,..,0.81684,..,144710,90.04138,63340,81370,98.8784,80.76815,0,..,..,..,..,..
Cuba,CUB,1991,YR1991,..,0.8208,..,166337,101.33479,72977,93360,111.04107,91.14264,0,..,..,..,..,..
Cuba,CUB,1992,YR1992,..,0.7927,..,147550,87.00087,63467,84083,96.7873,76.72324,0,..,..,..,..,..
Cuba,CUB,1993,YR1993,..,0.79961,..,161699,92.27446,69827,91872,102.26066,81.76847,0,..,..,..,..,..
Cuba,CUB,1994,YR1994,..,0.75542,..,165278,91.82162,68968,96310,104.22709,78.73509,0,..,..,..,..,..
Cuba,CUB,1995,YR1995,..,1.01171,..,160283,87.78157,78363,81920,87.27893,88.31325,0,..,..,..,..,..
Cuba,CUB,1996,YR1996,..,0.99628,..,169369,93.26589,82073,87296,93.43466,93.08706,..,..,..,..,..,..
Cuba,CUB,1997,YR1997,..,0.99543,..,154520,87.70576,74846,79674,87.90062,87.49927,..,..,..,..,..,..
Cuba,CUB,1998,YR1998,..,1.02415,..,152009,90.91067,74777,77232,89.83076,92.05362,..,..,..,..,..,..
Cuba,CUB,1999,YR1999,97.33066,1.03721,434394,484315,109.49847,240274,244041,107.47722,111.63074,..,867697,433303,94.82607,99.96433,1.06987
Cuba,CUB,2000,YR2000,92.73009,1.02908,414254,473069,107.92925,233690,239379,106.37885,109.56496,..,832757,418503,90.94036,94.61116,1.05273
Cuba,CUB,2001,YR2001,94.65378,1.01963,424138,474314,109.35975,233145,241169,108.30441,110.47327,..,848343,424205,92.34354,97.08297,1.08563
Cuba,CUB,2002,YR2002,93.57441,1.02129,423140,469212,107.48382,230989,238223,106.35715,108.67105,..,849068,425928,91.63092,95.61578,1.06719
Cuba,CUB,2003,YR2003,93.87871,0.9846,..,477532,107.48326,230946,246586,108.29615,106.62868,..,..,..,94.39983,93.33085,0.99402
Cuba,CUB,2004,YR2004,99.29664,0.98513,425063,483831,107.15629,234354,249477,107.93983,106.33459,..,866669,441606,98.63353,99.99506,1.04794
Cuba,CUB,2005,YR2005,96.28901,0.98245,393930,466790,105.59068,225845,240945,106.50303,104.63441,..,813074,419144,96.68478,95.87144,1.00238
Cuba,CUB,2006,YR2006,96.72583,0.9827,383369,465029,107.41585,225061,239968,108.33085,106.45712,..,792732,409363,97.24326,96.17936,0.99579
Cuba,CUB,2007,YR2007,95.98506,0.98671,365486,454304,108.45062,219926,234378,109.15772,107.70708,..,755604,390118,96.25033,95.70352,1.00245
Cuba,CUB,2008,YR2008,95.02862,0.99754,359420,442621,109.98544,214953,227668,110.117,109.84644,..,726146,366726,93.14291,97.03302,1.1005
Cuba,CUB,2009,YR2009,92.97045,0.98994,347167,408293,105.64046,197038,211255,106.15829,105.09086,..,697085,349918,90.62017,95.46603,1.13054
Cuba,CUB,2010,YR2010,91.20307,0.9894,342327,386225,101.89101,186422,199803,102.41791,101.33228,..,675553,333226,87.43014,95.20217,1.19223
Cuba,CUB,2011,YR2011,92.60977,0.99265,338295,389184,104.47388,188210,200974,104.84816,104.07715,..,681143,342848,90.64274,94.69234,1.10609
Cuba,CUB,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,2013,YR2013,92.01309,0.96647,322968,335909,92.46508,160318,175591,93.99594,90.8446,..,677842,354874,93.76567,90.16139,0.95678
Cuba,CUB,2014,YR2014,93.7119,1.00959,344036,357056,98.74937,174387,182669,98.28682,99.23858,..,697269,353233,92.40889,95.08853,1.04742
Cuba,CUB,2015,YR2015,92.81971,1.01045,342871,367628,101.40147,179627,188001,100.8838,101.949,..,696120,353249,91.67845,94.02562,1.04112
Cuba,CUB,2016,YR2016,93.39655,1.02969,346277,372745,102.4475,183971,188774,100.9465,104.03481,..,701268,354991,92.0195,94.8517,1.0302
Cuba,CUB,2017,YR2017,91.48019,0.99976,338380,372378,100.6117,181018,191360,100.62364,100.59909,..,694202,355822,91.27924,91.69245,1.01008
Cuba,CUB,2018,YR2018,92.7714,1.00365,340814,370468,98.23532,180497,189971,98.06068,98.4198,..,697422,356608,92.34889,93.21765,1.01572
Cuba,CUB,2019,YR2019,94.022,0.98772,331937,371455,97.22909,179526,191929,97.81317,96.61233,..,690396,358459,95.03583,92.95117,0.96691
Cuba,CUB,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1972,YR1972,..,..,..,14679,7.56443,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1973,YR1973,..,1.03815,..,15983,8.00162,8029,7954,7.84828,8.15955,24.11312,..,..,..,..,..
Ecuador,ECU,1974,YR1974,..,1.05285,..,18532,9.03137,9382,9150,8.78971,9.2802,28.78265,..,..,..,..,..
Ecuador,ECU,1975,YR1975,..,1.04935,..,21215,10.09762,10723,10492,9.84573,10.35688,33.1935,..,..,..,..,..
Ecuador,ECU,1976,YR1976,..,1.04964,..,23864,11.14494,12067,11797,10.8652,11.43271,34.52062,..,..,..,..,..
Ecuador,ECU,1977,YR1977,..,1.06004,..,28168,12.87362,14322,13846,12.48062,13.27783,36.87873,..,..,..,..,..
Ecuador,ECU,1978,YR1978,..,1.04453,..,32347,14.50037,16317,16030,14.17468,14.83525,40.91879,..,..,..,..,..
Ecuador,ECU,1979,YR1979,..,1.06586,..,39861,17.56765,20336,19525,16.97738,18.17434,41.61712,..,..,..,..,..
Ecuador,ECU,1980,YR1980,..,1.06277,..,41016,17.81329,20895,20121,17.24371,18.39851,43.28799,..,..,..,..,..
Ecuador,ECU,1981,YR1981,..,1.05298,..,50819,21.79567,25760,25059,21.21038,22.39688,42.45459,..,..,..,..,..
Ecuador,ECU,1982,YR1982,..,1.06448,..,57830,24.44117,29479,28351,23.63785,25.26699,41.31074,..,..,..,..,..
Ecuador,ECU,1983,YR1983,..,1.03268,..,65959,27.51559,33055,32904,27.065,27.97928,39.1334,..,..,..,..,..
Ecuador,ECU,1984,YR1984,..,1.04096,..,80079,33.0073,40280,39799,32.32721,33.70796,43.5957,..,..,..,..,..
Ecuador,ECU,1985,YR1985,..,1.09132,..,86535,35.25091,44668,41867,33.58926,36.96489,..,..,..,..,..,..
Ecuador,ECU,1986,YR1986,..,1.04868,..,93665,37.68412,47249,46416,36.75874,38.63969,..,..,..,..,..,..
Ecuador,ECU,1987,YR1987,..,1.03861,..,102137,40.42564,51209,50928,39.64317,41.23506,..,..,..,..,..,..
Ecuador,ECU,1988,YR1988,..,1.03739,..,108348,42.15498,54238,54110,41.36597,42.97271,..,..,..,..,..,..
Ecuador,ECU,1989,YR1989,..,..,..,108524,41.51026,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1990,YR1990,..,..,..,114182,42.98908,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1991,YR1991,..,..,..,115024,42.73189,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1992,YR1992,..,..,..,123074,45.01758,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1993,YR1993,..,1.0633,..,130378,46.97765,66036,64342,45.47138,48.54446,39.51894,..,..,..,..,..
Ecuador,ECU,1994,YR1994,..,1.04258,..,124436,44.212,62360,62076,43.26849,45.19299,39.60751,..,..,..,..,..
Ecuador,ECU,1995,YR1995,..,1.01984,..,136158,47.77708,67449,68709,47.30754,48.26508,39.37264,..,..,..,..,..
Ecuador,ECU,1996,YR1996,..,1.03753,..,145858,50.65165,72918,72940,49.70121,51.63945,38.89674,..,..,..,..,..
Ecuador,ECU,1997,YR1997,..,1.03556,..,156772,53.83099,78280,78492,52.87508,54.82484,38.24854,..,..,..,..,..
Ecuador,ECU,1998,YR1998,..,1.04172,..,168128,57.17609,84201,83927,55.98156,58.41855,38.94592,..,..,..,..,..
Ecuador,ECU,1999,YR1999,61.0809,1.03873,90558,181147,61.0809,90558,90589,59.89831,62.31155,39.35809,181147,90589,59.89831,62.31155,0
Ecuador,ECU,2000,YR2000,63.34661,1.03368,94414,189407,63.34661,94414,94993,62.28314,64.4539,39.34173,189407,94993,62.28314,64.4539,0
Ecuador,ECU,2001,YR2001,66.17508,1.03619,99592,199588,66.17508,99592,99996,64.98015,67.4199,41.03553,199588,99996,64.98015,67.4199,0
Ecuador,ECU,2002,YR2002,68.64423,1.03819,104526,209334,68.64423,104526,104808,67.33526,70.00884,46.18982,209334,104808,67.33526,70.00884,0
Ecuador,ECU,2003,YR2003,69.04649,1.03623,106171,212938,69.04649,106171,106767,67.79933,70.34779,46.13737,212938,106767,67.79933,70.34779,0
Ecuador,ECU,2004,YR2004,71.00549,1.01082,108804,221197,71.00549,108804,112393,70.62745,71.40026,47.35326,221197,112393,70.62745,71.40026,0
Ecuador,ECU,2005,YR2005,73.7947,1.02746,114839,231539,73.7947,114839,116700,72.78965,74.84489,47.28059,231539,116700,72.78965,74.84489,0
Ecuador,ECU,2006,YR2006,82.85787,1.01898,128659,260559,82.85787,128659,131900,82.08147,83.66922,42.65214,260559,131900,82.08147,83.66922,0
Ecuador,ECU,2007,YR2007,92.20447,1.01803,142976,289700,92.20447,142976,146724,91.3838,93.06213,38.92302,289700,146724,91.3838,93.06213,0
Ecuador,ECU,2008,YR2008,39.90416,1.08099,190297,372969,39.90416,190297,182672,38.25512,41.62664,34.73077,372969,182672,38.25512,41.62664,0
Ecuador,ECU,2009,YR2009,45.36636,1.02544,208937,421532,45.36636,208937,212595,44.79428,45.96366,34.37817,421532,212595,44.79428,45.96366,0
Ecuador,ECU,2010,YR2010,48.03712,1.01944,220512,446298,48.03712,220512,225786,47.57576,48.51888,33.5397,446298,225786,47.57576,48.51888,0
Ecuador,ECU,2011,YR2011,52.62466,1.02972,242852,488932,52.62466,242852,246080,51.84779,53.43596,31.90014,488932,246080,51.84779,53.43596,0
Ecuador,ECU,2012,YR2012,56.30067,1.03614,261017,523849,56.30067,261017,262832,55.28673,57.35994,30.90604,523849,262832,55.28673,57.35994,0
Ecuador,ECU,2013,YR2013,63.89331,1.02455,295130,596023,63.89331,295130,300893,63.11668,64.70503,28.9608,596023,300893,63.11668,64.70503,0
Ecuador,ECU,2014,YR2014,72.62103,1.03153,337869,680003,72.62103,337869,342134,71.48343,73.81049,26.50488,680003,342134,71.48343,73.81049,0
Ecuador,ECU,2015,YR2015,72.97555,1.03865,342236,686176,72.97555,342236,343940,71.56873,74.44623,25.96739,686176,343940,71.56873,74.44623,0
Ecuador,ECU,2016,YR2016,72.97834,1.04744,346110,690713,72.97834,346110,344603,71.24342,74.79174,26.78884,690713,344603,71.24342,74.79174,0
Ecuador,ECU,2017,YR2017,70.43579,1.04724,337011,672628,70.43579,337011,335617,68.76876,72.17823,28.04923,672628,335617,68.76876,72.17823,0
Ecuador,ECU,2018,YR2018,66.13675,1.05147,320656,638551,66.13675,320656,317895,64.42738,67.92336,29.29664,638551,317895,64.42738,67.92336,0
Ecuador,ECU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1972,YR1972,..,1.10891,..,26034,7.02644,13641,12393,6.62547,7.43525,14.81524,..,..,..,..,..
El Salvador,SLV,1973,YR1973,..,..,..,30243,8.01593,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1974,YR1974,..,1.12827,..,37939,9.891,20086,17853,9.21931,10.57586,11.32871,..,..,..,..,..
El Salvador,SLV,1975,YR1975,..,1.10645,..,42227,10.83955,22101,20126,10.23562,11.45503,12.63173,..,..,..,..,..
El Salvador,SLV,1976,YR1976,..,1.11919,..,40006,10.06255,21074,18932,9.43078,10.70692,16.08009,..,..,..,..,..
El Salvador,SLV,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1978,YR1978,..,1.09788,..,47898,11.57278,24934,22964,10.98309,12.1748,16.10088,..,..,..,..,..
El Salvador,SLV,1979,YR1979,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1980,YR1980,..,1.09885,..,48684,11.42774,25350,23334,10.83951,12.02858,20.3763,..,..,..,..,..
El Salvador,SLV,1981,YR1981,..,1.1047,..,44834,10.39075,23414,21420,9.82258,10.97132,16.49418,..,..,..,..,..
El Salvador,SLV,1982,YR1982,..,1.11027,..,55763,12.77629,29196,26567,12.03864,13.5307,23.42951,..,..,..,..,..
El Salvador,SLV,1983,YR1983,..,1.08653,..,60805,13.80391,31417,29388,13.18675,14.4359,25.4239,..,..,..,..,..
El Salvador,SLV,1984,YR1984,..,1.09017,..,61223,13.81887,31672,29551,13.17424,14.47995,26.43614,..,..,..,..,..
El Salvador,SLV,1985,YR1985,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1986,YR1986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1987,YR1987,..,1.08995,..,68456,15.64641,35382,33074,14.91896,16.39361,38.31366,..,..,..,..,..
El Salvador,SLV,1988,YR1988,..,1.08682,..,72238,16.65387,37269,34969,15.90794,17.4203,38.06861,..,..,..,..,..
El Salvador,SLV,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1991,YR1991,..,1.07276,..,83865,19.49487,42868,40997,18.7698,20.24272,37.15376,..,..,..,..,..
El Salvador,SLV,1992,YR1992,..,1.06311,..,97700,22.64132,49623,48077,21.91554,23.39185,32.97339,..,..,..,..,..
El Salvador,SLV,1993,YR1993,..,1.07241,..,113440,26.12813,57815,55625,25.16388,27.12829,29.99207,..,..,..,..,..
El Salvador,SLV,1994,YR1994,..,..,..,118182,27.00396,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,1995,YR1995,..,1.06272,..,134074,30.38153,67800,66274,29.41798,31.38642,30.65546,..,..,..,..,..
El Salvador,SLV,1996,YR1996,..,1.06875,..,150749,33.81683,76463,74286,32.63755,35.04712,24.96799,..,..,..,..,..
El Salvador,SLV,1997,YR1997,..,1.06434,..,179046,39.69247,90599,88447,38.40029,41.04071,22.2373,..,..,..,..,..
El Salvador,SLV,1998,YR1998,39.71353,1.04953,90939,181135,39.71353,90939,90196,38.72602,40.74401,22.28669,181135,90196,38.72602,40.74401,0
El Salvador,SLV,1999,YR1999,42.22255,1.01787,95806,194043,42.22255,95806,98237,41.84999,42.6115,..,194043,98237,41.84999,42.6115,0
El Salvador,SLV,2000,YR2000,44.16376,1.03872,101318,203133,44.16376,101318,101815,43.31079,45.05545,22.68908,203133,101815,43.31079,45.05545,0
El Salvador,SLV,2001,YR2001,46.74514,1.05713,107838,214089,46.74514,107838,106251,45.40001,48.15078,20.56248,214089,106251,45.40001,48.15078,0
El Salvador,SLV,2002,YR2002,50.30561,1.06078,115129,228064,50.30561,115129,112935,48.76211,51.91767,19.45638,228064,112935,48.76211,51.91767,0
El Salvador,SLV,2003,YR2003,52.92629,1.05121,118736,236336,52.92629,118736,117600,51.56447,54.34789,17.56778,236336,117600,51.56447,54.34789,0
El Salvador,SLV,2004,YR2004,56.12567,1.04062,122885,245918,56.12567,122885,123033,54.98657,57.31443,..,245918,123033,54.98657,57.31443,0
El Salvador,SLV,2005,YR2005,56.49101,1.03816,120999,242482,56.49101,120999,121483,55.41526,57.61391,17.5114,242482,121483,55.41526,57.61391,0
El Salvador,SLV,2006,YR2006,57.52771,1.03531,119408,239638,57.52771,119408,120230,56.51553,58.58416,17.91077,239638,120230,56.51553,58.58416,0
El Salvador,SLV,2007,YR2007,57.19108,1.02993,114075,229569,57.19108,114075,115494,56.34046,58.07885,19.03611,229569,115494,56.34046,58.07885,0
El Salvador,SLV,2008,YR2008,58.02645,1.02971,111258,223920,58.02645,111258,112662,57.16997,58.92029,17.75411,223920,112662,57.16997,58.92029,0
El Salvador,SLV,2009,YR2009,25.349,1.01805,108018,215836,57.94084,106604,109232,57.42434,58.4798,17.0435,218717,110699,25.11531,25.59304,1.00714
El Salvador,SLV,2010,YR2010,27.16298,1.0184,114154,227253,62.39752,112281,114972,61.83019,62.98933,15.00178,231292,117138,26.92685,27.40963,0.90413
El Salvador,SLV,2011,YR2011,26.91397,1.02653,113402,224127,62.47059,111214,112913,61.6482,63.3283,15.73706,228558,115156,26.53688,27.30802,1.02038
El Salvador,SLV,2012,YR2012,27.11547,1.01775,112848,223405,62.58562,110316,113089,62.03694,63.15826,16.36132,228514,115666,26.85336,27.38949,1.02767
El Salvador,SLV,2013,YR2013,28.27802,1.02349,116617,227812,63.82397,112766,115046,63.08177,64.5994,16.57683,235656,119039,27.94212,28.62933,1.00939
El Salvador,SLV,2014,YR2014,29.29652,1.0277,119704,232850,65.34746,115464,117386,64.45,66.28586,17.63023,241510,121806,28.89822,29.71325,1.00411
El Salvador,SLV,2015,YR2015,29.80109,1.02333,120535,230056,65.32601,113821,116235,64.57213,66.11427,17.01586,243640,123105,29.44448,30.17433,1.0231
El Salvador,SLV,2016,YR2016,29.63846,1.01837,118752,228724,65.45313,112867,115857,64.85974,66.07364,16.92433,240704,121952,29.35596,29.93428,1.01203
El Salvador,SLV,2017,YR2017,31.45329,1.01442,125425,225440,64.9683,110984,114456,64.50697,65.45103,16.53788,254442,129017,31.17407,31.74577,1.03819
El Salvador,SLV,2018,YR2018,32.64273,1.02325,130328,230010,66.69644,113705,116305,65.92992,67.49914,16.72101,263638,133310,32.26134,33.04228,1.02384
El Salvador,SLV,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1974,YR1974,..,0.95656,..,3256,7.20067,1562,1694,7.35754,7.03794,100,..,..,..,..,..
Fiji,FJI,1975,YR1975,..,0.95868,..,3339,7.39257,1603,1736,7.54553,7.23375,100,..,..,..,..,..
Fiji,FJI,1976,YR1976,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1977,YR1977,..,0.87381,..,3581,7.51159,1633,1948,8.00625,6.99597,100,..,..,..,..,..
Fiji,FJI,1978,YR1978,..,1.1083,..,3894,7.98278,2016,1878,7.53521,8.45035,100,..,..,..,..,..
Fiji,FJI,1979,YR1979,..,1.0127,..,4089,8.30675,2012,2077,8.25484,8.36104,100,..,..,..,..,..
Fiji,FJI,1980,YR1980,..,1.00483,..,4493,8.95234,2201,2292,8.93115,8.97452,100,..,..,..,..,..
Fiji,FJI,1981,YR1981,..,1.04789,..,4536,8.61081,2270,2266,8.40442,8.82719,100,..,..,..,..,..
Fiji,FJI,1982,YR1982,..,..,..,4815,8.66662,..,..,..,..,100,..,..,..,..,..
Fiji,FJI,1983,YR1983,..,1.03385,..,5393,9.25265,2675,2718,9.0973,9.41603,100,..,..,..,..,..
Fiji,FJI,1984,YR1984,..,..,..,5340,8.93544,..,..,..,..,100,..,..,..,..,..
Fiji,FJI,1985,YR1985,..,..,..,4206,6.93693,..,..,..,..,100,..,..,..,..,..
Fiji,FJI,1986,YR1986,..,..,..,5400,8.85159,..,..,..,..,100,..,..,..,..,..
Fiji,FJI,1987,YR1987,..,..,..,6217,10.20083,..,..,..,..,100,..,..,..,..,..
Fiji,FJI,1988,YR1988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1989,YR1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1990,YR1990,..,1.05876,..,7506,12.54995,3760,3746,12.18053,12.94097,100,..,..,..,..,..
Fiji,FJI,1991,YR1991,..,..,..,7839,13.29568,..,..,..,..,100,..,..,..,..,..
Fiji,FJI,1992,YR1992,..,0.99638,..,8209,14.15784,3977,4232,14.18278,14.1314,100,..,..,..,..,..
Fiji,FJI,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1994,YR1994,..,0.95521,..,6344,11.17,3005,3339,11.41812,10.90665,..,..,..,..,..,..
Fiji,FJI,1995,YR1995,..,0.86978,..,7034,12.40849,3168,3866,13.24517,11.52042,..,..,..,..,..,..
Fiji,FJI,1996,YR1996,..,1.00923,..,8457,14.66854,4124,4333,14.6025,14.73857,..,..,..,..,..,..
Fiji,FJI,1997,YR1997,..,1.01046,..,8490,14.43019,4145,4345,14.35652,14.50823,..,..,..,..,..,..
Fiji,FJI,1998,YR1998,14.14465,1.09246,4318,8466,14.14465,4318,4148,13.4776,14.85074,..,8466,4148,13.4776,14.85074,0
Fiji,FJI,1999,YR1999,15.41328,1.01315,4511,9223,15.41328,4511,4712,15.31411,15.51825,..,9223,4712,15.31411,15.51825,0
Fiji,FJI,2000,YR2000,10.94517,1.02724,3205,6508,10.94517,3205,3303,10.79835,11.10072,..,6508,3303,10.79835,11.10072,0
Fiji,FJI,2001,YR2001,12.35357,1.02957,3486,7076,12.35357,3486,3590,12.17362,12.54453,..,7076,3590,12.17362,12.54453,0
Fiji,FJI,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2004,YR2004,16.70507,1.06312,4308,8628,16.70507,4308,4320,16.17856,17.26861,100,8628,4320,16.17856,17.26861,0
Fiji,FJI,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2006,YR2006,16.95766,1.01877,4213,8644,16.95766,4213,4431,16.80255,17.12393,100,8644,4431,16.80255,17.12393,0
Fiji,FJI,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2009,YR2009,17.84927,1.06998,4580,9149,17.84927,4580,..,17.22396,18.52002,..,9149,..,17.22396,18.52002,0
Fiji,FJI,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
